case_id,multi_poly,eia_id,p_state,p_county,ylat,xlong,p_area,p_img_date,p_dig_conf,p_name,p_year,p_pwr_reg,p_tech_pri,p_tech_sec,p_axis,p_azimuth,p_tilt,p_battery,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
402822,single,62099,MN,Sherburne,45.41790009,-94.00879669,131924,20220327,4,Hammer (CSG),2018,MISO,PV,c-si,single-axis,180,,,4.8,6.4,greenfield,non-agrivoltaic,-0.485906
402844,single,62137,MN,Chisago,45.39459991,-92.78119659,27508,20211010,4,Eichtens II (CSG),2018,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.430658
402846,single,62139,MN,Goodhue,44.29539871,-92.73480225,23161,20220822,4,Huneke II (CSG),2018,MISO,PV,c-si,fixed-tilt,180,0,,1.1,1.4,greenfield,non-agrivoltaic,-0.20906
402878,single,62194,MN,Waseca,43.9068985,-93.48889923,26424,20220319,4,Bolduan (CSG),2018,MISO,PV,c-si,fixed-tilt,181,0,,1,1.4,greenfield,non-agrivoltaic,-0.382222
402879,single,62195,MN,Waseca,44.09379959,-93.70960236,34192,20220312,4,Guse (CSG),2018,MISO,PV,c-si,fixed-tilt,178,0,,1,1.4,greenfield,non-agrivoltaic,-0.661463
403678,single,63484,MN,Sherburne,45.43529892,-94.04399872,26662,20220327,4,Gohman Community Solar (CSG),2020,MISO,PV,c-si,fixed-tilt,180,0,,1.1,1.4,greenfield,non-agrivoltaic,-0.393194
403677,single,63481,MN,Waseca,44.03549957,-93.49530029,18151,20220319,4,Clear Garden (CSG),2019,MISO,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,0.0501857
403676,single,63480,MN,Rice,44.29930115,-93.24009705,37523,20220313,4,Roberds Garden (CSG),2019,MISO,PV,c-si,fixed-tilt,180,20,,1,1.3,greenfield,non-agrivoltaic,-0.807612
403656,single,63454,MN,Pope,45.63330078,-95.52850342,90353,20220912,4,Wollan Garden Solar,2019,MISO,PV,c-si,fixed-tilt,180,20,,1,1.3,greenfield,non-agrivoltaic,-1.27756
403655,single,63453,MN,Pope,45.6570015,-95.51909637,18560,20220912,4,Malmedal Solar Garden,2019,MISO,PV,c-si,fixed-tilt,180,20,,1,1.3,greenfield,non-agrivoltaic,0.0135712
403640,single,63430,MN,Dakota,44.48479843,-93.21230316,27840,20220313,4,Chub Garden Solar,2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,-0.528067
403637,single,63427,MN,Sibley,44.5442009,-94.22309875,15950,20200826,4,Mud Garden Solar,2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,0.279466
403634,single,63424,MN,Rice,44.25189972,-93.27410126,18347,20211220,4,Straight Garden Solar,2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,0.0324357
403628,single,63417,MN,Goodhue,44.2983017,-92.74060059,19457,20211010,4,"Goodhue Community Solar Three, LLC (CSG)",2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,0.057891
403350,single,63037,MN,Goodhue,44.29959869,-92.74120331,19467,20220822,4,FastSun 11 (CSG),2020,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,0.0570335
403618,single,63406,MN,Dakota,44.59960175,-93.13529968,48366,20220829,4,Vermillion River_MN_GRE DEA-GM,2019,MISO,PV,c-si,fixed-tilt,182,10,,3,3.8,greenfield,non-agrivoltaic,0.211329
403614,single,63402,MN,Stearns,45.65230179,-94.75409698,30797,20210715,4,New Munich Solar,2019,MISO,PV,thin-film,single-axis,180,20,,1,1.4,greenfield,non-agrivoltaic,-0.556751
403613,single,63401,MN,Chisago,45.31689835,-92.80039978,31210,20211010,4,Olinda Trail Solar,2019,MISO,PV,thin-film,single-axis,180,20,,1,1.4,greenfield,non-agrivoltaic,-0.570706
403612,single,63400,MN,Stearns,45.64899826,-94.55950165,30840,20210715,4,Stearns Solar I,2019,MISO,PV,thin-film,single-axis,180,20,,1,1.4,greenfield,non-agrivoltaic,-0.558221
403609,single,63397,MN,Waseca,44.0904007,-93.55590057,19582,20220319,4,Loon Garden,2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,-0.0712343
403608,single,63396,MN,Waseca,44,-93.49880219,19558,20220319,4,Buffalo Garden,2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.3,greenfield,non-agrivoltaic,-0.0693444
403499,single,63252,MN,Rice,44.24430084,-93.26979828,18114,20220609,4,Cannon Garden Solar,2020,MISO,PV,c-si,fixed-tilt,180,30,,1,1.3,greenfield,non-agrivoltaic,0.0535796
403452,single,63175,MN,Sherburne,45.46530151,-94.09100342,22585,20201012,4,E. Goenner Project (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.173296
403427,single,63146,MN,Stearns,45.67399979,-94.75090027,33250,20211110,4,"USS Midtown Solar, LLC (CSG)",2020,MISO,PV,c-si,single-axis,180,30,,1,1.4,greenfield,non-agrivoltaic,-0.634553
403426,single,63145,MN,Chisago,45.34830093,-92.92320251,30930,20200927,4,"USS Cheyenne Solar, LLC (CSG)",2020,MISO,PV,c-si,single-axis,180,30,,1,1.4,greenfield,non-agrivoltaic,-0.561285
403419,single,63138,MN,Sherburne,45.51729965,-94.11070251,33636,20220717,4,"USS Haven Solar, LLC (CSG)",2019,MISO,PV,c-si,single-axis,180,10,,1,1.4,greenfield,non-agrivoltaic,-0.645762
403409,single,63121,MN,Stearns,45.61750031,-94.48220062,27165,20210715,4,"Stearns Community Solar One, LLC (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.41575
403355,single,63042,MN,Stearns,45.61800003,-94.48519897,18857,20210715,4,FastSun 3 (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,0.111003
403406,single,63118,MN,Meeker,45.07130051,-94.30390167,21581,20220620,4,"Meeker Community Solar One, LLC (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.106395
403359,single,63046,MN,Meeker,45.07249832,-94.30590057,18936,20220620,4,FastSun 1 (CSG),2019,MISO,PV,c-si,single-axis,180,0,batteries,1,1.3,greenfield,non-agrivoltaic,-0.0186937
403404,single,63116,MN,Dakota,44.65639877,-93.10800171,21381,20220829,4,"Dakota Community Solar One, LLC (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.0923174
403706,single,63532,MN,Winona,43.85810089,-91.32540131,22785,20220123,4,"Winona Community Solar One, LLC",2020,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.185919
403351,single,63038,MN,Goodhue,44.29069901,-92.72370148,28388,20220822,4,FastSun 10 (CSG),2020,MISO,PV,c-si,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.467258
403405,single,63117,MN,Douglas,45.84059906,-95.14800262,29311,20220912,4,"Douglas Todd Community Solar One, LLC (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,greenfield,non-agrivoltaic,-0.503285
403708,single,63534,MN,Winona,43.86579895,-91.32710266,22176,20220123,4,"Houston/Winona Community Solar One, LLC",2020,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.146774
403294,single,62961,MN,Stearns,45.51250076,-95.11430359,25172,20220912,4,Novel Brooten Solar (CSG),2019,MISO,PV,c-si,fixed-tilt,180,0,,1,1.5,greenfield,non-agrivoltaic,-0.228928
403240,single,62869,MN,Winona,43.9756012,-92.03170013,47645,20220802,4,St. Charles Solar,2019,MISO,PV,thin-film,single-axis,180,25,,2,2.7,greenfield,non-agrivoltaic,-0.296689
403209,single,62800,MN,Wabasha,44.36289978,-92.0223999,31609,20200816,4,Wabasha Solar,2019,MISO,PV,thin-film,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.583842
403208,single,62799,MN,Winona,44.12310028,-91.90090179,31148,20200816,4,Winona Solar,2019,MISO,PV,thin-film,single-axis,180,35,,1,1.4,greenfield,non-agrivoltaic,-0.568635
403224,single,62829,MN,Stearns,45.5245018,-94.29429626,86698,20220620,4,"GSPP Held, LLC (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,0,,3,4,greenfield,"grazing,es",-0.541017
403195,single,62779,MN,McLeod,44.90340042,-94.02880096,22784,20220620,4,"Novel Martin Solar One, LLC (McLeod) (CSG)",2019,MISO,PV,c-si,fixed-tilt,180,20,,1,1,greenfield,non-agrivoltaic,-0.593138
402187,single,61181,MN,McLeod,44.9007988,-94.02970123,113545,20220620,2,Andromeda Community Solar,2017,MISO,PV,thin-film,fixed-tilt,155,,,4.5,6.5,greenfield,non-agrivoltaic,-0.283305
403587,single,63370,MN,Stearns,45.52500153,-94.28199768,56336,20220620,4,"GSSP Schneider, LLC",2019,MISO,PV,c-si,fixed-tilt,180,83,,5,7,greenfield,non-agrivoltaic,1.27121
403052,single,62538,MN,Chisago,45.48590088,-92.77420044,27062,20190919,4,"MSC-Chisago 02, LLC",2019,MISO,PV,c-si,single-axis,180,0,,1,1.5,greenfield,non-agrivoltaic,-0.325475
403051,single,62537,MN,Rice,44.23709869,-93.39179993,27772,20220319,4,"MSC-Rice 01, LLC (CSG)",2019,MISO,PV,c-si,single-axis,180,0,,1,1.5,greenfield,non-agrivoltaic,-0.358349
403050,single,62536,MN,Chisago,45.48970032,-92.79940033,30633,20211010,4,"MSC-Chisago 01, LLC (CSG)",2019,MISO,PV,c-si,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.551105
403049,single,62535,MN,Scott,44.66939926,-93.50520325,29425,20220805,4,"MSC-Scott 01, LLC",2019,MISO,PV,c-si,single-axis,180,20,,1,1.5,greenfield,non-agrivoltaic,-0.428738
402994,single,62414,MN,Goodhue,44.55070114,-92.65979767,121367,20220929,4,Lady Slipper Solar Array (CSG),2019,MISO,PV,c-si,single-axis,180,20,,4.5,6.3,greenfield,non-agrivoltaic,-0.407125
402962,single,62362,MN,Scott,44.6556015,-93.49780273,15986,20220805,4,USS East Hauer Watt (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1,greenfield,non-agrivoltaic,-0.16015
402960,single,62360,MN,Carver,44.81549835,-93.78549957,26750,20220310,4,USS DVL Solar (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.397202
402959,single,62359,MN,Carver,44.71979904,-93.78559875,27269,20220310,4,USS Eggo Solar (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.42031
402958,single,62358,MN,Carver,44.84640121,-93.84770203,28999,20220620,4,USS King 2 (CSG),2019,MISO,PV,c-si,single-axis,180,28,,1,1.4,greenfield,non-agrivoltaic,-0.491364
402951,single,62339,MN,Chisago,45.48609924,-92.87590027,26429,20190919,4,USS Kost Trail Solar (CSG),2019,MISO,PV,c-si,single-axis,180,20,,1,1.4,greenfield,non-agrivoltaic,-0.382455
402950,single,62338,MN,Blue Earth,44.09209824,-94.04679871,17673,20211030,4,USS Rapidan Solar (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1,greenfield,non-agrivoltaic,-0.298675
402949,single,62337,MN,Carver,44.83929825,-93.88240051,28621,20220620,4,USS Lake Patterson Solar (CSG),2019,MISO,PV,c-si,single-axis,180,,,1,1.4,greenfield,non-agrivoltaic,-0.476572
402948,single,62336,MN,Rice,44.53070068,-93.39489746,28704,20211220,4,USS Webster Solar (CSG),2019,MISO,PV,c-si,single-axis,180,,,1,1.4,greenfield,es,-0.479853
402947,single,62335,MN,Rice,44.53170013,-93.34829712,27267,20200816,4,USS Centerfield Solar (CSG),2019,MISO,PV,c-si,single-axis,180,43,,1,1.4,greenfield,non-agrivoltaic,-0.420222
401885,single,60713,MN,Chisago,45.47570038,-92.89040375,114914,20191231,4,Sunrise Community Solar,2016,MISO,PV,thin-film,fixed-tilt,185,,,4.5,6.5,greenfield,non-agrivoltaic,-0.299127
401981,single,60836,MN,Sherburne,45.33470154,-93.79180145,61579,20220310,4,Big Lake Holdco Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,5,6.9,greenfield,non-agrivoltaic,0.988108
403267,single,62913,MN,Stearns,45.52830124,-94.29679871,30699,20220620,4,"Novel Solar Two, LLC",2019,MISO,PV,unknown,,180,15,,5,6.5,greenfield,non-agrivoltaic,3.3006101
402383,single,61485,MN,Rice,44.29650116,-93.0632019,62648,20220313,4,"SunE Stolee (CSG), LLC",2018,MISO,PV,c-si,fixed-tilt,180,20,,3,3.9,greenfield,non-agrivoltaic,-0.167159
402168,single,61142,MN,Waseca,44.06850052,-93.57039642,148028,20220319,4,WasecaSun,2018,MISO,PV,c-si,fixed-tilt,180,0,,7.4,7,greenfield,non-agrivoltaic,-0.514311
402384,single,61486,MN,Chisago,45.32699966,-92.93470001,99119,20200927,4,"Wyoming 2 (CSG), LLC",2018,MISO,PV,c-si,fixed-tilt,180,0,,5,6.5,greenfield,non-agrivoltaic,-0.0900197
402732,single,61979,MN,Kandiyohi,44.93239975,-95.19360352,27702,20210724,4,Syncarpha Prinsburg (CSG) (Ledeboer),2018,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.438926
401356,multi,59875,MN,Lyon,44.46989822,-95.66130066,1301869,20211227,4,Marshall Solar Energy Project,2017,MISO,PV,c-si,fixed-tilt,180,20,,62.25,93.4,greenfield,non-agrivoltaic,0.053007
403985,single,64072,MN,Morrison,46.09109879,-94.34020233,204207,20220620,4,Camp Ripley Solar,2016,MISO,PV,thin-film,fixed-tilt,180,,batteries,10.8,13.1,greenfield,non-agrivoltaic,-0.123128
402773,multi,62036,MN,Benton,45.62099838,-94.18450165,93807,20201012,4,Sartell Holdco (CSG),2019,MISO,PV,c-si,fixed-tilt,180,,,5,7.5,greenfield,non-agrivoltaic,0.243431
401982,single,60837,MN,Washington,45.2560997,-92.89550018,92489,20220905,4,Forest Lake Solar (CSG),2017,MISO,PV,c-si,fixed-tilt,180,,,5,6.5,greenfield,non-agrivoltaic,0.0190351
402124,multi,61060,MN,Blue Earth,43.93330002,-93.96219635,91557,20220118,4,Novel-OYA of Mapleton (CSG),2018,MISO,PV,c-si,fixed-tilt,180,,,3.5,7.2,greenfield,non-agrivoltaic,0.212998
402553,single,61710,MN,Lyon,44.23469925,-95.63159943,8280,20220217,4,Aquarius Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,0,,1,1.5,greenfield,non-agrivoltaic,2.5913301
402182,single,61176,MN,Lyon,44.23500061,-95.63289642,19405,20211227,4,Antares Community Solar,2018,MISO,PV,thin-film,single-axis,180,20,,2.7,3.9,greenfield,non-agrivoltaic,3.0511301
402313,single,61379,MN,Dodge,44.04000092,-92.69000244,97998,20180908,4,DodgeSun (CSG),2017,MISO,PV,c-si,fixed-tilt,180,0,,5,7.5,greenfield,non-agrivoltaic,0.16411
402555,single,61712,MN,Dodge,44.04270172,-92.69080353,21653,20200826,4,Crux Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,0,,1,1.5,greenfield,non-agrivoltaic,-0.0042602
403641,single,63434,MN,Dodge,44.04270172,-92.68910217,16628,20200826,4,Maston Garden Solar,2020,MISO,PV,c-si,fixed-tilt,180,12,,1,1.3,greenfield,non-agrivoltaic,0.202369
403346,single,63033,MN,Dakota,44.65629959,-93.11139679,15489,20220829,4,FastSun 19 (CSG),2020,MISO,PV,c-si,fixed-tilt,180,20,,1,1.4,greenfield,non-agrivoltaic,0.485518
402382,multi,61484,MN,Chisago,45.38800049,-92.67990112,106700,20211010,4,"Fox (CSG), LLC",2018,MISO,PV,c-si,fixed-tilt,180,25,,5,6.5,greenfield,non-agrivoltaic,-0.198109
402391,multi,61495,MN,Carver,44.80799866,-93.87059784,71514,20220620,4,Carver Gladden (CSG),2018,MISO,PV,c-si,fixed-tilt,180,25,,3,4.2,greenfield,non-agrivoltaic,-0.248885
402407,multi,61516,MN,Blue Earth,44.18050003,-93.97019959,41297,20211030,4,School Sisters (CSG),2018,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.824887
402431,single,61543,MN,Steele,44.09339905,-93.40509796,38565,20220319,4,"CF Novel Solar (CSG) Gardens Five, LLC",2017,MISO,PV,c-si,fixed-tilt,180,0,,3.4,5,greenfield,non-agrivoltaic,1.39641
402452,single,61572,MN,Carver,44.87530136,-93.81520081,20016,20220310,2,Lake Waconia Community Solar Garden,2018,MISO,PV,c-si,fixed-tilt,180,25,,1,1.4,greenfield,es,0.0112732
402550,single,61707,MN,Stearns,45.42839813,-94.82309723,25937,20210715,4,Canopus Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,25,,1,1.5,greenfield,non-agrivoltaic,-0.269701
402558,multi,61716,MN,Dodge,44.05089951,-92.96099854,19230,20220313,4,Kaus Community Solar,2019,MISO,PV,thin-film,fixed-tilt,180,,,1,1.5,greenfield,non-agrivoltaic,0.198234
402771,single,62032,MN,McLeod,44.94530106,-94.08229828,68510,20220327,4,Nautilus Winsted Solar (CSG),2019,MISO,PV,c-si,fixed-tilt,180,,,3,4.2,greenfield,non-agrivoltaic,-0.189144
402776,single,62040,MN,Wright,45.17679977,-93.68509674,14912,20220408,1,Becker Solar (CSG),2019,MISO,PV,c-si,fixed-tilt,180,,,1,1.4,landfill,non-agrivoltaic,0.566654
402808,single,62084,MN,Wright,45.17499924,-93.68470001,21329,20220408,4,Becker Solar 2 (CSG),2019,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,landfill,non-agrivoltaic,-0.0886141
402809,single,62085,MN,Wright,45.17520142,-93.68280029,17514,20220408,1,Becker Solar 3 (CSG),2019,MISO,PV,c-si,fixed-tilt,180,20,,1,1.4,landfill,non-agrivoltaic,0.243076
402810,single,62086,MN,Wright,45.17509842,-93.67939758,20517,20220408,4,Becker Solar 4 (CSG),2019,MISO,PV,c-si,fixed-tilt,180,20,,1,1.4,landfill,non-agrivoltaic,-0.0283491
402811,single,62087,MN,Wright,45.17689896,-93.67919922,20557,20220408,4,Becker Solar 5 (CSG),2019,MISO,PV,c-si,fixed-tilt,180,0,,1,1.4,landfill,non-agrivoltaic,-0.0314293
403347,single,63034,MN,Winona,43.86529922,-91.32920074,17554,20220123,4,FastSun 18 (CSG),2020,MISO,PV,c-si,single-axis,180,25,,1,1.3,greenfield,non-agrivoltaic,0.106693
403348,single,63035,MN,Douglas,45.83940125,-95.14820099,19643,20220912,4,FastSun 13 (CSG),2019,MISO,PV,c-si,single-axis,180,20,,1,1.3,greenfield,non-agrivoltaic,-0.076017
403707,single,63533,MN,Goodhue,44.29230118,-92.72280121,18944,20220822,4,"Goodhue Community Solar Two, LLC",2020,MISO,PV,c-si,fixed-tilt,180,20,,1,1.4,greenfield,non-agrivoltaic,0.103094
403358,single,63045,MN,Winona,43.85900116,-91.32430267,15332,20220220,4,FastSun 5 (CSG),2020,MISO,PV,c-si,fixed-tilt,180,28,batteries,1,1.4,greenfield,non-agrivoltaic,0.50699
402961,multi,62361,MN,Blue Earth,44.10110092,-94.05239868,17590,20211030,4,USS Brude Solar (CSG),2019,MISO,PV,c-si,single-axis,180,15,,1,1,greenfield,non-agrivoltaic,-0.292481
403116,single,62651,MN,Sherburne,45.51860046,-94.12390137,58051,20220717,4,Haven Solar Project (CSG),2019,MISO,PV,c-si,fixed-tilt,180,,,3,4.2,greenfield,non-agrivoltaic,0.0670925
400405,single,58164,MN,Murray,43.97769928,-95.76740265,15207,20211227,4,Slayton Solar,2013,MISO,PV,c-si,fixed-tilt,180,,,1.7,2,greenfield,non-agrivoltaic,1.43972
402049,single,60938,MN,Dodge,44.05089951,-92.9897995,85533,20210713,4,Aries Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,3.6,5.2,greenfield,non-agrivoltaic,-0.200968
402050,single,60939,MN,Chippewa,44.94990158,-95.49700165,47637,20211025,4,Centaurus Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,1.8,2.6,greenfield,non-agrivoltaic,-0.345167
402051,multi,60940,MN,Chisago,45.30160141,-92.8010025,64904,20211010,4,Gemini Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,2.7,3.9,greenfield,non-agrivoltaic,-0.217358
402052,single,60941,MN,Blue Earth,43.90869904,-93.92569733,74207,20210205,4,Mapleton Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,2.7,3.9,greenfield,non-agrivoltaic,-0.392115
402053,single,60942,MN,Redwood,44.41460037,-94.90840149,70883,20210214,4,Morgan Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,2.7,3.9,greenfield,non-agrivoltaic,-0.334941
402054,multi,60943,MN,Kandiyohi,44.93489838,-94.85700226,45807,20220830,4,Spica Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,1.8,2.6,greenfield,non-agrivoltaic,-0.294583
402055,multi,60944,MN,Pope,45.63999939,-95.34390259,113342,20220912,4,Vega Community Solar,2017,MISO,PV,thin-film,fixed-tilt,185,,,4.5,6.5,greenfield,non-agrivoltaic,-0.280927
402180,single,61174,MN,Chippewa,44.94680023,-95.69360352,87366,20211018,4,Taurus Community Solar,2018,MISO,PV,thin-film,single-axis,180,0,,3.6,5.2,greenfield,non-agrivoltaic,-0.230558
402183,single,61177,MN,Blue Earth,44.20690155,-93.98000336,111667,20211030,4,Corvus Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,,,4.5,6.5,greenfield,non-agrivoltaic,-0.260971
402185,multi,61179,MN,Wabasha,44.27920151,-92.40339661,83010,20220904,4,Carina Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,,,3.6,5.2,greenfield,non-agrivoltaic,-0.158101
402551,multi,61708,MN,Chippewa,44.94820023,-95.3864975,15396,20210205,4,Sagitta Community Solar,2018,MISO,PV,thin-film,fixed-tilt,180,60,,1,1.5,greenfield,non-agrivoltaic,0.648865
402733,single,61980,MN,Chippewa,44.95560074,-95.35970306,26484,20210205,4,Syncarpha Clara City (CSG) I (Stamer),2018,MISO,PV,c-si,fixed-tilt,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.385007
402920,multi,62267,MN,Stearns,45.52059937,-94.26380157,139328,20220620,4,Held Solar Project,2019,MISO,PV,c-si,single-axis,180,0,,5,7.5,greenfield,non-agrivoltaic,-0.362557
403153,multi,62707,MN,Rice,44.23429871,-93.27529907,106787,20220609,4,Walcott Solar (CSG),2020,MISO,PV,c-si,single-axis,180,32,,4,5.7,greenfield,non-agrivoltaic,-0.373055
403154,single,62708,MN,Rice,44.41529846,-93.15229797,65696,20211220,4,Northfield Solar (CSG),2020,MISO,PV,c-si,single-axis,180,,,5,7.2,greenfield,non-agrivoltaic,0.931144
403155,multi,62709,MN,Rice,44.22729874,-93.39569855,54134,20220609,4,Warsaw Solar (CSG),2020,MISO,PV,c-si,single-axis,180,0,,2,2.9,greenfield,non-agrivoltaic,-0.368567
403297,single,62966,MN,Winona,44.104599,-91.86849976,19920,20200816,1,Novel Herber Solar (CSG),2020,MISO,PV,c-si,fixed-tilt,180,,,1,1,greenfield,non-agrivoltaic,-0.446746
403330,single,63007,MN,Washington,44.94630051,-92.81060028,26198,20220504,4,Novel MNDot Solar (CSG),2020,MISO,PV,c-si,single-axis,180,15,,1,1.4,greenfield,non-agrivoltaic,-0.371619
403331,multi,63008,MN,Waseca,44.09030151,-93.55410004,24511,20221031,4,Novel Winegar Partnership Solar (CSG),2021,MISO,PV,unknown,,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.286294
403349,single,63036,MN,Blue Earth,44.18370056,-93.8655014,19188,20211030,4,FastSun 14 (CSG),2019,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,0.0812923
403420,multi,63139,MN,Sherburne,45.5196991,-94.13240051,28974,20220717,4,"USS White Cloud, LLC (CSG)",2019,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.490397
403421,single,63140,MN,Carver,44.68190002,-93.76270294,31342,20220220,4,"USS Westeros Solar, LLC (CSG)",2020,MISO,PV,c-si,single-axis,180,25,,1,1.4,greenfield,non-agrivoltaic,-0.575089
403425,multi,63144,MN,Benton,45.62590027,-94.04589844,21199,20220327,4,"USS Mayhew Solar, LLC (CSG)",2020,MISO,PV,c-si,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.0792761
403428,single,63147,MN,Pope,45.49980164,-95.13700104,30310,20220912,4,"USS Monarch Solar, LLC (CSG)",2020,MISO,PV,c-si,single-axis,180,10,,1,1.4,greenfield,non-agrivoltaic,-0.539806
403429,multi,63148,MN,Meeker,45.14089966,-94.74299622,28734,20210715,4,"USS Turkey Solar, LLC (CSG)",2020,MISO,PV,c-si,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.481035
